Location,Treatment,Count,Start time,End time,Point no.
MLS,Y,2,07:59,08:09,1
MLS,Y,2,07:59,08:09,1
MLS,O,2,09:07,09:17,1
MLS,O,2,09:07,09:17,1
MLS,O,2,09:07,09:17,1
MLS,O,2,09:07,09:17,1
MLS,O,2,09:07,09:17,1
MLS,O,2,10:17,10:27,2
MLS,O,2,10:17,10:27,2
MLS,O,2,10:17,10:27,2
MLS,O,2,10:17,10:27,2
MLS,O,2,10:17,10:27,2
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,O,2,10:35,10:45,3
MLS,C,2,11:16,11:26,2
MLS,C,2,11:16,11:26,2
MLS,C,2,11:16,11:26,2
MLS,C,2,11:16,11:26,2
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:33,11:43,1
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
MLS,C,2,11:46,11:56,3
SM,C,2,08:29,08:39,2
SM,C,2,08:29,08:39,2
SM,C,2,08:29,08:39,2
SM,C,2,08:29,08:39,2
SM,C,2,08:29,08:39,2
SM,C,2,08:29,08:39,2
SM,C,2,08:54,09:04,3
SM,C,2,08:54,09:04,3
SM,C,2,08:54,09:04,3
SM,C,2,08:54,09:04,3
SM,C,2,08:54,09:04,3
SM,C,2,08:54,09:04,3
SM,C,2,09:09,09:19,1
SM,C,2,09:09,09:19,1
SM,C,2,09:09,09:19,1
SM,C,2,09:09,09:19,1
SM,C,2,09:09,09:19,1
SM,C,2,09:09,09:19,1
SM,O,2,09:40,09:50,2
SM,O,2,09:40,09:50,2
SM,O,2,09:40,09:50,2
SM,O,2,09:40,09:50,2
SM,O,2,09:40,09:50,2
SM,O,2,09:40,09:50,2
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:04,10:14,1
SM,O,2,10:21,10:31,3
SM,O,2,10:21,10:31,3
SM,O,2,10:21,10:31,3
SM,O,2,10:21,10:31,3
SM,O,2,10:21,10:31,3
SM,O,2,10:21,10:31,3
SM,O,2,10:21,10:31,3
SM,Y,2,10:44,10:54,2
SM,Y,2,10:44,10:54,2
SM,Y,2,10:44,10:54,2
SM,Y,2,11:04,11:14,1
SM,Y,2,11:04,11:14,1
SM,Y,2,11:04,11:14,1
SM,Y,2,11:04,11:14,1
SM,Y,2,11:04,11:14,1
SM,Y,2,11:04,11:14,1
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
SM,Y,2,11:20,11:30,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:30,07:40,3
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,07:46,07:56,2
BHE,Y,2,08:03,08:13,1
BHE,Y,2,08:03,08:13,1
BHE,Y,2,08:03,08:13,1
BHE,Y,2,08:03,08:13,1
BHE,Y,2,08:03,08:13,1
BHE,Y,2,08:03,08:13,1
BHE,Y,2,08:03,08:13,1
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:00,09:10,3
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:16,09:26,2
BHE,C,2,09:35,09:45,1
BHE,C,2,09:35,09:45,1
BHE,C,2,09:35,09:45,1
BHE,C,2,09:35,09:45,1
BHE,O,2,10:20,10:30,1
BHE,O,2,10:20,10:30,1
BHE,O,2,10:20,10:30,1
BHE,O,2,10:20,10:30,1
BHE,O,2,10:20,10:30,1
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:40,10:50,3
BHE,O,2,10:58,11:08,2
BHE,O,2,10:58,11:08,2
